Year,Month,ATM id,STATE,Fin Txn,Non Fin Txn,Monthly Txn,AVG Fin Txn,AVG Non Fin Txn,AVG Total TXN,Monthly Rev,MHA Revenue,ATM Rev Total,CRA,Spare Rep. (SLM) (AssetOEM),Site Maint (Non Asset),Spare Rep.(UPS),FLM,SUPPLIES,UPS AMC,ATM AMC,VSAT AMC,BW + BCKHL,ESURVEILLANCE,HK,SUD,EBILL,RENT,Penalty,Total Cost,Gross Profit,GROSS PROFIT %,ATM TYPE,MARGIN RANGE Current Month,TXN RANGE Current Month,TXN RANGE Previous Month,TXN RANGE Previous 2nd Month,Revenue Performance,Up Time
2024,November, TSFNK000982010 ,Assam,7104.0,1396.0,8500.0,237.0,47.0,283.0,84280.0,5682.0,89962.0,11134.0,,,,240.0,101,169.0,1250,345.0,715.0,2750.0,775.0,550.0,1542.0,3300.0,4214.0,28640,61322,0.68,Regular,Above 30%,Above 200,Above 200,Above 200,Above 50K,0.95
2024,November, TSFNK000982026 ,Assam,5847.0,1337.0,7184.0,195.0,45.0,239.0,73271.0,4940.0,78210.0,11134.0,,,,240.0,101,169.0,1250,,,2750.0,,,1542.0,3300.0,3664.0,25704,52506,0.67,Regular,Above 30%,Above 200,Above 200,175  200,Above 50K,0.13
2024,November, TSFNK000982032 ,Assam,3399.0,902.0,4301.0,113.0,30.0,143.0,46923.0,3163.0,50087.0,11134.0,,1000.0,40000.0,240.0,101,,1250,226.0,616.0,,775.0,550.0,3000.0,6000.0,2346.0,68794,18707,0.37,Regular,Below 0%,125  150,Above 200,150  175,Above 50K,0.78
2024,November, TSFNK000982033 ,Assam,7795.0,1492.0,9287.0,260.0,50.0,310.0,90083.0,6073.0,96156.0,11134.0,,,40000.0,240.0,101,,1250,226.0,616.0,,875.0,200.0,4902.0,2250.0,4504.0,67854,28302,0.29,Regular,25%  30%,Above 200,Above 200,Above 200,Above 50K,1.0
2024,November, TSFNK000983032 ,Assam,4964.0,778.0,5742.0,165.0,26.0,191.0,64088.0,4321.0,68408.0,11134.0,,,,240.0,101,176.0,1250,345.0,616.0,2750.0,,,2477.0,3600.0,3204.0,27450,40959,0.6,Regular,Above 30%,175  200,Above 200,175  200,Above 50K,0.97
2024,November, TSFNK000983054 ,Assam,4303.0,1008.0,5311.0,143.0,34.0,177.0,57235.0,3859.0,61093.0,9200.0,,1800.0,32200.0,240.0,101,169.0,1250,226.0,616.0,5500.0,775.0,550.0,1685.0,7800.0,2862.0,66529,5436,0.09,Regular,Below 0%,175  200,125  150,125  150,Above 50K,0.91
2024,November, TSFNK000983056 ,Assam,5775.0,1441.0,7216.0,193.0,48.0,241.0,72657.0,4898.0,77555.0,9300.0,,2000.0,,240.0,101,169.0,1250,345.0,715.0,2750.0,775.0,550.0,1952.0,3575.0,3633.0,28910,48645,0.63,Regular,Above 30%,Above 200,Above 200,Above 200,Above 50K,0.73
2024,November, TSFNK000983057 ,Assam,6133.0,1562.0,7695.0,204.0,52.0,257.0,76020.0,5125.0,81145.0,11200.0,,,,240.0,101,169.0,1250,,,2750.0,,,1952.0,3575.0,3801.0,26593,54552,0.67,Regular,Above 30%,Above 200,Above 200,Above 200,Above 50K,1.0
2024,November, TSFNK000983058 ,Assam,6599.0,1207.0,7806.0,220.0,40.0,260.0,53858.0,3778.0,57636.0,11200.0,,,,240.0,101,176.0,1250,,,5500.0,,,2000.0,,2693.0,24716,32921,0.57,Captive,Above 30%,Above 200,100  125,Above 200,Above 50K,0.99
2024,November, TSFNK000983059 ,Assam,4004.0,1269.0,5273.0,133.0,42.0,176.0,54356.0,3664.0,58021.0,9200.0,,,,240.0,101,169.0,1250,345.0,715.0,5500.0,775.0,550.0,2000.0,4800.0,2718.0,29918,28103,0.48,Regular,Above 30%,175  200,175  200,175  200,Above 50K,0.89
2024,November, TSFNK000983060 ,Assam,6337.0,1636.0,7973.0,211.0,55.0,266.0,77756.0,5242.0,82998.0,10700.0,,,,240.0,101,176.0,1250,345.0,715.0,5500.0,775.0,550.0,2462.0,5400.0,3888.0,33658,49340,0.59,Regular,Above 30%,Above 200,Above 200,Above 200,Above 50K,0.74
2024,November, TSFNK000983061 ,Assam,7042.0,1581.0,8623.0,235.0,53.0,287.0,83752.0,5646.0,89398.0,10700.0,,,,240.0,101,,1250,,,,775.0,550.0,1685.0,2500.0,4188.0,23543,65855,0.74,Regular,Above 30%,Above 200,150  175,Above 200,Above 50K,0.99
2024,November, TSFNK000983147 ,Assam,2733.0,900.0,3633.0,91.0,30.0,121.0,38801.0,2616.0,41417.0,9200.0,,,,240.0,101,,1250,226.0,616.0,,775.0,550.0,2000.0,,1940.0,18454,22963,0.55,Tea Estate,Above 30%,100  125,100  125,100  125,40K  50K,1.0
2024,November, TSFNK000983149 ,Assam,3054.0,1284.0,4338.0,102.0,43.0,145.0,43667.0,2944.0,46610.0,9200.0,,,,240.0,101,,1250,226.0,616.0,,775.0,550.0,1263.0,,2183.0,17960,28650,0.61,Tea Estate,Above 30%,125  150,100  125,125  150,40K  50K,1.0
2024,November, TSFNK000983152 ,Assam,2671.0,1280.0,3951.0,89.0,43.0,132.0,38969.0,2627.0,41596.0,9200.0,,,,240.0,101,,1250,226.0,616.0,,775.0,550.0,2000.0,,1948.0,18462,23133,0.56,Tea Estate,Above 30%,125  150,125  150,125  150,40K  50K,0.97
2024,November, TSFNK000983247 ,Assam,2651.0,732.0,3383.0,88.0,24.0,113.0,37406.0,2522.0,39927.0,10842.0,,,,240.0,101,,1250,345.0,715.0,2750.0,,,3883.0,2100.0,1870.0,25651,14276,0.36,Regular,Above 30%,100  125,100  125,100  125,35K  40K,0.92
2024,November, TSFNK000983249 ,Assam,6214.0,1940.0,8154.0,207.0,65.0,272.0,76691.0,5170.0,81862.0,10700.0,,,40000.0,240.0,101,,1250,226.0,616.0,,775.0,550.0,2225.0,,3835.0,62073,19788,0.24,Tea Estate,20%  25%,Above 200,Above 200,Above 200,Above 50K,1.0
2024,November, TSFNK000983250 ,Assam,2957.0,1153.0,4110.0,99.0,38.0,137.0,42154.0,2842.0,44996.0,9200.0,,,,240.0,101,,1250,226.0,616.0,,775.0,550.0,2219.0,,2108.0,18841,26155,0.58,Tea Estate,Above 30%,125  150,100  125,125  150,40K  50K,1.0
2024,November, TSFNK000987149 ,Assam,1230.0,629.0,1859.0,41.0,21.0,62.0,18520.0,1249.0,19768.0,9200.0,,,,240.0,101,,1250,226.0,616.0,,775.0,550.0,,,926.0,15440,4328,0.22,Tea Estate,20%  25%,50  75,50  75,50  75,10K  20K,1.0
2024,November, TSFNK000987151 ,Assam,4049.0,1217.0,5266.0,135.0,41.0,176.0,54770.0,3692.0,58462.0,10842.0,,,,240.0,101,,1250,345.0,715.0,5500.0,775.0,550.0,749.0,7150.0,2738.0,32511,25951,0.44,Regular,Above 30%,175  200,125  150,150  175,Above 50K,1.0
2024,November, TSFNK000992026 ,Manipur,6262.0,1445.0,7707.0,209.0,48.0,257.0,77145.0,5201.0,82346.0,11573.0,,,,240.0,101,,1250,345.0,715.0,5500.0,875.0,,3005.0,7200.0,3857.0,36216,46129,0.56,Regular,Above 30%,Above 200,175  200,150  175,Above 50K,1.0
2024,November, TSFNK000992027 ,Manipur,5857.0,1897.0,7754.0,195.0,63.0,258.0,73604.0,4962.0,78566.0,11134.0,,,,240.0,101,169.0,1250,345.0,715.0,2750.0,875.0,,,3050.0,3680.0,25864,52702,0.67,Regular,Above 30%,Above 200,125  150,Above 200,Above 50K,0.99
2024,November, TSFNK000992028 ,Manipur,3380.0,805.0,4185.0,113.0,27.0,140.0,46456.0,3132.0,49588.0,11134.0,,,,240.0,101,,1250,345.0,715.0,1833.0,875.0,,2502.0,2233.0,2323.0,25107,24481,0.49,Regular,Above 30%,125  150,100  125,75  100,40K  50K,0.96
2024,November, TSFNK000992029 ,Manipur,7962.0,2125.0,10087.0,265.0,71.0,336.0,91636.0,6178.0,97814.0,11134.0,,,,240.0,101,169.0,1250,345.0,715.0,2750.0,,,1502.0,3300.0,4582.0,27643,70171,0.72,Regular,Above 30%,Above 200,Above 200,Above 200,Above 50K,0.98
2024,November, TSFNK000992032 ,Manipur,5475.0,1490.0,6965.0,183.0,50.0,232.0,69776.0,4704.0,74480.0,11134.0,,,,240.0,101,169.0,1250,345.0,715.0,2750.0,875.0,,1502.0,3350.0,3489.0,27475,47004,0.63,Regular,Above 30%,Above 200,Above 200,175  200,Above 50K,0.98
2024,November, TSFNK000992033 ,Manipur,3857.0,840.0,4697.0,129.0,28.0,157.0,52105.0,3513.0,55618.0,10842.0,,,,240.0,101,169.0,1250,345.0,715.0,2750.0,875.0,,1667.0,4800.0,2605.0,27914,27704,0.5,Regular,Above 30%,150  175,50  75,75  100,Above 50K,0.99
2024,November, TSFNK000992034 ,Manipur,,716.0,716.0,,24.0,24.0,2390.0,161.0,2551.0,9000.0,,,,240.0,101,169.0,1250,345.0,715.0,5500.0,875.0,,4335.0,6000.0,119.0,30205,27654,10.84,Regular,Below 0%,Below 50,Below 50,75  100,Below 10K,1.0
2024,November, TSFNK000992036 ,Manipur,3641.0,713.0,4354.0,121.0,24.0,145.0,49401.0,3330.0,52732.0,10842.0,,,,240.0,101,,1250,345.0,715.0,2750.0,875.0,,,,2470.0,21144,31588,0.6,Regular,Above 30%,125  150,150  175,50  75,Above 50K,0.93
2024,November, TSFNK000992037 ,Manipur,5633.0,1633.0,7266.0,188.0,54.0,242.0,71440.0,4816.0,76256.0,11573.0,,,,240.0,101,,1250,,,2750.0,875.0,,1502.0,3300.0,3572.0,26719,49538,0.65,Regular,Above 30%,Above 200,Above 200,Above 200,Above 50K,0.84
2024,November, TSFNK000992038 ,Manipur,4104.0,1110.0,5214.0,137.0,37.0,174.0,55208.0,3722.0,58930.0,11134.0,,,,240.0,101,169.0,1250,345.0,715.0,5500.0,875.0,,3005.0,6050.0,2760.0,33699,25231,0.43,Regular,Above 30%,150  175,Below 50,Below 50,Above 50K,0.94
2024,November, TSFNK000992039 ,Manipur,3753.0,1598.0,5351.0,125.0,53.0,178.0,52119.0,3514.0,55632.0,11134.0,,,,240.0,101,,1250,345.0,715.0,5500.0,875.0,,3005.0,7150.0,2606.0,34476,21156,0.38,Regular,Above 30%,175  200,175  200,100  125,Above 50K,0.96
2024,November, TSFNK000992040 ,Manipur,7000.0,1539.0,8539.0,233.0,51.0,285.0,83397.0,5622.0,89020.0,11573.0,,,,240.0,101,169.0,1250,345.0,715.0,,,,2000.0,,4170.0,22118,66901,0.75,Regular,Above 30%,Above 200,50  75,Above 200,Above 50K,0.87
2024,November, TSFNK000992041 ,Manipur,3052.0,992.0,4044.0,102.0,33.0,135.0,42918.0,2893.0,45811.0,11134.0,,,,240.0,101,169.0,1250,345.0,715.0,5500.0,875.0,,3005.0,5170.0,2146.0,32205,13606,0.3,Regular,25%  30%,125  150,125  150,50  75,40K  50K,0.99
2024,November, TSFNK000992042 ,Manipur,6382.0,1673.0,8055.0,213.0,56.0,269.0,78138.0,5268.0,83406.0,11573.0,,,,240.0,101,,1250,345.0,715.0,5500.0,875.0,,3005.0,9600.0,3907.0,38666,44740,0.54,Regular,Above 30%,Above 200,Above 200,100  125,Above 50K,0.99
2024,November, TSFNK000992043 ,Manipur,3562.0,651.0,4213.0,119.0,22.0,140.0,48294.0,3256.0,51549.0,11134.0,,,,240.0,101,,1250,345.0,715.0,5500.0,875.0,,,,2415.0,24130,27419,0.53,Captive,Above 30%,125  150,Below 50,Below 50,Above 50K,0.99
2024,November, TSFNK000992044 ,Manipur,3565.0,1053.0,4618.0,119.0,35.0,154.0,49186.0,3316.0,52502.0,11134.0,,,,240.0,101,,1250,345.0,715.0,5500.0,875.0,,,,2459.0,24175,28327,0.54,Captive,Above 30%,150  175,50  75,50  75,Above 50K,0.99
2024,November, TSFNK000992045 ,Manipur,6092.0,1285.0,7377.0,203.0,43.0,246.0,75600.0,5097.0,80696.0,11134.0,,,,240.0,101,,1250,345.0,715.0,2750.0,875.0,,2502.0,4350.0,3780.0,29598,51099,0.63,Regular,Above 30%,Above 200,125  150,125  150,Above 50K,1.0
2024,November, TSFNK000992047 ,Manipur,2690.0,2107.0,4797.0,90.0,70.0,160.0,41069.0,2769.0,43838.0,11573.0,,,,240.0,101,169.0,1250,345.0,715.0,5500.0,875.0,,2000.0,7200.0,2053.0,33577,10261,0.23,Regular,20%  25%,150  175,Below 50,100  125,40K  50K,0.99
2024,November, TSFNK000992048 ,Manipur,4051.0,1645.0,5696.0,135.0,55.0,190.0,55501.0,3742.0,59242.0,11134.0,,,,240.0,101,169.0,1250,345.0,715.0,2750.0,875.0,,,,2775.0,21909,37333,0.63,Regular,Above 30%,175  200,Above 200,Above 200,Above 50K,0.96
2024,November, TSFNK000992049 ,Manipur,4918.0,1402.0,6320.0,164.0,47.0,211.0,64258.0,4332.0,68590.0,11134.0,,,,240.0,101,,1250,345.0,715.0,5500.0,875.0,,3005.0,7200.0,3213.0,35133,33457,0.49,Regular,Above 30%,Above 200,175  200,150  175,Above 50K,1.0
2024,November, TSFNK000992050 ,Manipur,6180.0,1782.0,7962.0,206.0,59.0,265.0,76399.0,5151.0,81550.0,11573.0,,,,240.0,101,169.0,1250,345.0,715.0,5500.0,875.0,,,,3820.0,26143,55407,0.68,Captive,Above 30%,Above 200,100  125,125  150,Above 50K,0.97
2024,November, TSFNK000992067 ,Manipur,6173.0,1334.0,7507.0,206.0,44.0,250.0,76416.0,5152.0,81567.0,12098.0,,,,240.0,101,,1250,,,2750.0,,,1502.0,3350.0,3821.0,26667,54900,0.67,Regular,Above 30%,Above 200,Above 200,150  175,Above 50K,1.0
2024,November, TSFNK000992068 ,Manipur,2210.0,1047.0,3257.0,74.0,35.0,109.0,32737.0,2207.0,34945.0,10842.0,,,,240.0,101,169.0,1250,,,1833.0,,,,2233.0,1637.0,19860,15084,0.43,Regular,Above 30%,100  125,150  175,75  100,30K  35K,0.86
2024,November, TSFNK000992069 ,Manipur,3067.0,1103.0,4170.0,102.0,37.0,139.0,43374.0,2924.0,46298.0,11134.0,,,,240.0,101,169.0,1250,,,2750.0,,,,,2169.0,19368,26930,0.58,Regular,Above 30%,125  150,50  75,100  125,40K  50K,0.98
2024,November, TSFNK000992082 ,Manipur,5619.0,1188.0,6807.0,187.0,40.0,227.0,70948.0,4783.0,75732.0,12098.0,,,,240.0,101,,1250,,,2750.0,,,2502.0,4350.0,3547.0,28394,47338,0.63,Regular,Above 30%,Above 200,125  150,125  150,Above 50K,0.97
2024,November, TSFNK000992083 ,Manipur,3763.0,1034.0,4797.0,125.0,34.0,160.0,51343.0,3461.0,54805.0,11573.0,,,,240.0,101,169.0,1250,111.0,,2750.0,,,1502.0,3600.0,2567.0,25418,29386,0.54,Regular,Above 30%,150  175,125  150,100  125,Above 50K,0.96
2024,November, TSFNK000992084 ,Manipur,2694.0,1091.0,3785.0,90.0,36.0,126.0,38785.0,2615.0,41399.0,9200.0,,,,240.0,101,169.0,1250,,,2750.0,,,1667.0,4800.0,1939.0,23671,17729,0.43,Regular,Above 30%,125  150,75  100,50  75,40K  50K,0.91
2024,November, TSFNK000992138 ,Manipur,3913.0,1682.0,5595.0,130.0,56.0,187.0,54037.0,3643.0,57680.0,11000.0,,,,240.0,101,,1250,226.0,616.0,,875.0,,3005.0,5500.0,2702.0,27070,30609,0.53,Regular,Above 30%,175  200,175  200,125  150,Above 50K,0.92
2024,November, TSFNK000992139 ,Manipur,5849.0,1597.0,7446.0,195.0,53.0,248.0,73513.0,4956.0,78469.0,11000.0,,,,240.0,101,,1250,226.0,616.0,,875.0,,8005.0,6500.0,3676.0,34044,44425,0.57,Regular,Above 30%,Above 200,150  175,100  125,Above 50K,0.96
2024,November, TSFNK000992140 ,Manipur,3045.0,947.0,3992.0,102.0,32.0,133.0,42723.0,2880.0,45603.0,7500.0,,,,240.0,101,,1250,226.0,616.0,,875.0,,,5500.0,2136.0,20000,25603,0.56,Regular,Above 30%,125  150,Below 50,Below 50,40K  50K,0.92
2024,November, TSFNK000992141 ,Manipur,4740.0,1102.0,5842.0,158.0,37.0,195.0,62162.0,4191.0,66352.0,11500.0,,,,240.0,101,,1250,226.0,616.0,,875.0,,3005.0,6800.0,3108.0,29277,37075,0.56,Regular,Above 30%,175  200,Above 200,125  150,Above 50K,0.7
2024,November, TSFNK000992142 ,Manipur,3831.0,1167.0,4998.0,128.0,39.0,167.0,52290.0,3525.0,55815.0,11000.0,,,,240.0,101,,1250,226.0,616.0,,875.0,,3005.0,6000.0,2615.0,27483,28332,0.51,Regular,Above 30%,150  175,150  175,75  100,Above 50K,0.78
2024,November, TSFNK000992143 ,Manipur,5310.0,2782.0,8092.0,177.0,93.0,270.0,68910.0,4646.0,73556.0,11000.0,,,,240.0,101,,1250,226.0,616.0,,875.0,,5505.0,4500.0,3446.0,29314,44242,0.6,Regular,Above 30%,Above 200,Above 200,150  175,Above 50K,0.99
2024,November, TSFNK000992144 ,Manipur,6867.0,1898.0,8765.0,229.0,63.0,292.0,82287.0,5547.0,87835.0,11573.0,,,,240.0,101,,1250,226.0,616.0,,875.0,,3005.0,7000.0,4114.0,30556,57279,0.65,Regular,Above 30%,Above 200,Above 200,150  175,Above 50K,0.96
2024,November, TSFNK000992145 ,Manipur,7929.0,1860.0,9789.0,264.0,62.0,326.0,91276.0,6153.0,97429.0,12098.0,4000.0,,,240.0,101,,1250,,,,,,1502.0,3500.0,4564.0,28810,68619,0.7,Regular,Above 30%,Above 200,Above 200,125  150,Above 50K,0.97
2024,November, TSFNK000992268 ,Manipur,6827.0,1553.0,8380.0,228.0,52.0,279.0,81933.0,5524.0,87456.0,11134.0,,,,240.0,101,,1250,,,2750.0,,,2502.0,3600.0,4097.0,27229,60227,0.69,Regular,Above 30%,Above 200,Above 200,175  200,Above 50K,1.0
2024,November, TSFNK000992269 ,Manipur,2709.0,1360.0,4069.0,90.0,45.0,136.0,39635.0,2672.0,42307.0,11500.0,,,,240.0,101,,1250,226.0,616.0,,875.0,,3005.0,6000.0,1982.0,27350,14956,0.35,Regular,Above 30%,125  150,Above 200,Above 200,40K  50K,0.96
2024,November, TSFNK000992270 ,Manipur,5542.0,1038.0,6580.0,185.0,35.0,219.0,70105.0,4726.0,74831.0,11134.0,,,,240.0,101,,1250,,,1833.0,,,,2233.0,3505.0,21852,52979,0.71,Regular,Above 30%,Above 200,75  100,150  175,Above 50K,1.0
2024,November, TSFNK000992271 ,Manipur,5103.0,1570.0,6673.0,170.0,52.0,222.0,66198.0,4463.0,70661.0,11134.0,,,,240.0,101,,1250,,,2750.0,,,2502.0,3250.0,3310.0,26092,44568,0.63,Regular,Above 30%,Above 200,Above 200,100  125,Above 50K,0.93
2024,November, TSFNK000992272 ,Manipur,3559.0,934.0,4493.0,119.0,31.0,150.0,48947.0,3300.0,52247.0,11573.0,,,,240.0,101,,1250,,,2750.0,,,2502.0,3000.0,2447.0,25419,26828,0.51,Regular,Above 30%,125  150,150  175,75  100,Above 50K,0.97
2024,November, TSFNK000992273 ,Manipur,4955.0,1350.0,6305.0,165.0,45.0,210.0,64587.0,4354.0,68941.0,11134.0,,,,240.0,101,,1250,,,1833.0,,,,,3229.0,19343,49598,0.72,Regular,Above 30%,Above 200,175  200,75  100,Above 50K,0.96
2024,November, TSFNK000104023 ,Assam,6430.0,1171.0,7601.0,214.0,39.0,253.0,78645.0,5302.0,83947.0,11134.0,,,,240.0,101,176.0,1250,226.0,616.0,2750.0,775.0,550.0,1500.0,4290.0,3932.0,29097,54850,0.65,Regular,Above 30%,Above 200,150  175,Above 200,Above 50K,0.93
2024,November, TSFNK000104025 ,Assam,6243.0,1585.0,7828.0,208.0,53.0,261.0,76958.0,5188.0,82146.0,11134.0,,,,240.0,101,176.0,1250,345.0,715.0,2750.0,875.0,200.0,1503.0,2500.0,3848.0,27192,54954,0.67,Regular,Above 30%,Above 200,Above 200,Above 200,Above 50K,1.0
2024,November, TSFNK000104026 ,Assam,7533.0,1252.0,8785.0,251.0,42.0,293.0,87885.0,5925.0,93810.0,11134.0,,,,240.0,101,,1250,345.0,715.0,5500.0,775.0,550.0,2559.0,4200.0,4394.0,33319,60491,0.64,Regular,Above 30%,Above 200,Above 200,Above 200,Above 50K,0.99
2024,November, TSFNK000104028 ,Assam,6677.0,1471.0,8148.0,223.0,49.0,272.0,80667.0,5438.0,86106.0,11134.0,,,,240.0,101,,1250,345.0,715.0,5500.0,875.0,200.0,2275.0,3500.0,4033.0,31724,54382,0.63,Regular,Above 30%,Above 200,Above 200,Above 200,Above 50K,0.95
2024,November, TSFNK000104029 ,Assam,6117.0,1213.0,7330.0,204.0,40.0,244.0,75783.0,5109.0,80892.0,11134.0,,,,240.0,101,169.0,1250,345.0,715.0,5500.0,775.0,,1312.0,5500.0,3789.0,32385,48507,0.6,Regular,Above 30%,Above 200,Above 200,Above 200,Above 50K,0.99
2024,November, TSFNK000104030 ,Assam,5665.0,982.0,6647.0,189.0,33.0,222.0,71259.0,4804.0,76063.0,11584.0,,,,240.0,101,,1250,,,2750.0,,,1500.0,4290.0,3563.0,26833,49230,0.65,Regular,Above 30%,Above 200,175  200,150  175,Above 50K,1.0
2024,November, TSFNK000104035 ,Assam,5125.0,801.0,5926.0,171.0,27.0,198.0,46110.0,3109.0,49218.0,11134.0,,,,240.0,101,,1250,345.0,715.0,2750.0,775.0,550.0,,,2305.0,21721,27497,0.56,Regular,Above 30%,175  200,175  200,175  200,40K  50K,0.87
2024,November, TSFNK000104037 ,Assam,7893.0,1354.0,9247.0,263.0,45.0,308.0,61145.0,4289.0,65434.0,8548.0,,,,240.0,101,176.0,1250,,,5500.0,775.0,550.0,2000.0,,3057.0,23753,41681,0.64,Regular,Above 30%,Above 200,Above 200,Above 200,Above 50K,0.98
2024,November, TSFNK000104040 ,Assam,5725.0,1482.0,7207.0,191.0,49.0,240.0,72205.0,4868.0,77073.0,11134.0,,,,240.0,101,,1250,226.0,616.0,5500.0,775.0,550.0,1855.0,1750.0,3610.0,29163,47911,0.62,Regular,Above 30%,Above 200,Above 200,175  200,Above 50K,1.0
2024,November, TSFNK000104104 ,Assam,3343.0,959.0,4302.0,111.0,32.0,143.0,46382.0,3127.0,49509.0,10700.0,,,40000.0,240.0,101,,1250,226.0,616.0,,775.0,550.0,2292.0,5000.0,2319.0,65625,16116,0.33,Regular,Below 0%,125  150,150  175,Above 200,40K  50K,0.71
2024,November, TSFNK000104105 ,Assam,3164.0,959.0,4123.0,105.0,32.0,137.0,44202.0,2980.0,47182.0,11200.0,,,40000.0,240.0,101,,1250,,616.0,,775.0,,1620.0,3000.0,2210.0,62567,15385,0.33,Regular,Below 0%,125  150,Above 200,Above 200,40K  50K,0.37
2024,November, TSFNK000104157 ,Assam,5025.0,1066.0,6091.0,168.0,36.0,203.0,65106.0,4389.0,69495.0,11134.0,,,,240.0,101,,1250,,,2750.0,,,1503.0,2500.0,3255.0,24288,45207,0.65,Regular,Above 30%,Above 200,Above 200,Above 200,Above 50K,0.89
2024,November, TSFNK000104169 ,Assam,6369.0,1403.0,7772.0,212.0,47.0,259.0,78065.0,5263.0,83327.0,11134.0,,,40000.0,240.0,101,,1250,,,,,550.0,1312.0,,3903.0,60045,23282,0.28,Regular,25%  30%,Above 200,Above 200,Above 200,Above 50K,0.97
2024,November, TSFNK000104192 ,Assam,2871.0,1156.0,4027.0,96.0,39.0,134.0,41110.0,2771.0,43882.0,9200.0,,,,240.0,101,,1250,226.0,616.0,,775.0,550.0,2681.0,,2056.0,19250,24632,0.56,Tea Estate,Above 30%,125  150,125  150,100  125,40K  50K,0.94
2024,November, TSFNK000104249 ,Assam,4344.0,1042.0,5386.0,145.0,35.0,180.0,57736.0,3892.0,61628.0,10700.0,,,40000.0,240.0,101,,1250,226.0,616.0,,775.0,550.0,2000.0,,2887.0,60901,727,0.01,Tea Estate,0%  5%,175  200,175  200,175  200,Above 50K,1.0
2024,November, TSFNK000109001 ,Assam,3943.0,999.0,4942.0,131.0,33.0,165.0,53273.0,3591.0,56865.0,11573.0,,,40000.0,240.0,101,,1250,226.0,616.0,,775.0,550.0,1936.0,7500.0,2664.0,68987,12122,0.21,Regular,Below 0%,150  175,Above 200,100  125,Above 50K,0.9
2024,November, TSFNK000109009 ,Assam,7631.0,1631.0,9262.0,254.0,54.0,309.0,62106.0,4187.0,66293.0,11134.0,,,,240.0,101,169.0,1250,345.0,715.0,5500.0,775.0,550.0,2097.0,,3105.0,27537,38756,0.58,Regular,Above 30%,Above 200,Above 200,Above 200,Above 50K,1.0
2024,November, TSFNK000109011 ,Assam,3945.0,1080.0,5025.0,132.0,36.0,168.0,53415.0,3601.0,57016.0,10842.0,,,,240.0,101,169.0,1250,345.0,715.0,5500.0,775.0,550.0,3304.0,3000.0,2671.0,31017,25999,0.46,Regular,Above 30%,150  175,150  175,175  200,Above 50K,1.0
2024,November, TSFNK000109012 ,Assam,4081.0,1002.0,5083.0,136.0,33.0,169.0,54793.0,3694.0,58486.0,11134.0,,,,240.0,101,169.0,1250,345.0,715.0,5500.0,775.0,550.0,4771.0,4500.0,2740.0,34345,24142,0.41,Regular,Above 30%,150  175,150  175,100  125,Above 50K,0.99
2024,November, TSFNK000119027 ,Assam,9033.0,1817.0,10850.0,301.0,61.0,362.0,100507.0,6776.0,107282.0,12450.0,,,,240.0,101,,1250,226.0,,,775.0,550.0,2097.0,2500.0,5025.0,26770,80513,0.75,Regular,Above 30%,Above 200,150  175,Above 200,Above 50K,1.0
2024,November, TSFNK000119159 ,Assam,5556.0,1520.0,7076.0,185.0,51.0,236.0,70591.0,4759.0,75350.0,9300.0,,,40000.0,240.0,101,,1250,226.0,616.0,1850.0,775.0,550.0,2500.0,3000.0,3530.0,65493,9856,0.13,Regular,10%  15%,Above 200,Above 200,Above 200,Above 50K,1.0
2024,November, TSFNK000119164 ,Assam,8059.0,1565.0,9624.0,269.0,52.0,321.0,92302.0,6223.0,98525.0,9300.0,,,40000.0,240.0,101,,1250,,616.0,1850.0,775.0,550.0,1500.0,,4615.0,62353,36172,0.37,Regular,Above 30%,Above 200,175  200,Above 200,Above 50K,0.97
2024,November, TSFNK000130013 ,Assam,5389.0,1195.0,6584.0,180.0,40.0,219.0,68721.0,4633.0,73354.0,10842.0,,,,240.0,101,169.0,1250,345.0,715.0,,,,2743.0,6000.0,3436.0,27396,45958,0.63,Regular,Above 30%,Above 200,Above 200,175  200,Above 50K,0.99
2024,November, TSFNK000130014 ,Assam,5461.0,1113.0,6574.0,182.0,37.0,219.0,48557.0,3274.0,51831.0,11134.0,,,,240.0,101,169.0,1250,345.0,715.0,,775.0,550.0,2000.0,,2428.0,21262,30569,0.59,Regular,Above 30%,Above 200,175  200,Above 200,Above 50K,1.0
2024,November, TSFNK000130015 ,Assam,4264.0,939.0,5203.0,142.0,31.0,173.0,39693.0,2676.0,42369.0,10842.0,,,,240.0,101,169.0,1250,345.0,715.0,,775.0,550.0,1562.0,,1985.0,20088,22280,0.53,Regular,Above 30%,150  175,125  150,Above 200,40K  50K,0.91
2024,November, TSFNK000130016 ,Assam,3182.0,557.0,3739.0,106.0,19.0,125.0,30424.0,2051.0,32475.0,11134.0,,,,240.0,101,169.0,1250,345.0,715.0,,775.0,550.0,3840.0,,1521.0,22195,10280,0.32,Captive,Above 30%,100  125,100  125,100  125,30K  35K,1.0
2024,November, TSFNK000130017 ,Assam,5464.0,1229.0,6693.0,182.0,41.0,223.0,69473.0,4684.0,74156.0,11134.0,,,,240.0,101,169.0,1250,345.0,715.0,,775.0,550.0,2174.0,4800.0,3474.0,27282,46875,0.63,Regular,Above 30%,Above 200,175  200,150  175,Above 50K,1.0
